specie,img,id,x,y,area,area_ch,perimeter,radius_mean,radius_min,radius_max,radius_sd,diam_mean,diam_min,diam_max,major_axis,minor_axis,caliper,length,width,radius_ratio,theta,eccentricity,form_factor,narrow_factor,asp_ratio,rectangularity,pd_ratio,plw_ratio,solidity,convexity,elongation,circularity,circularity_haralick,circularity_norm,coverage,pcv
E14,2127,1,718.16472,553.86558,847182,855375,4017.14877,540.94097,397.94238,811.82651,115.16263,1081.88193,795.88477,1623.65303,471.0494,289.80703,1519.80262,1530.9511,825.43229,2.04006,0.01127,0.78834,0.65971,0.99272,1.85473,1.49165,2.6432,1.70479,0.99042,0.81797,0.46084,19.04843,4.69719,0.65838,0.44124,1.37475
E14,2128,1,727.79174,577.97263,747927,754563.5,3743.47258,509.48547,348.71322,773.64306,124.85209,1018.97094,697.42645,1547.28613,452.86466,264.71151,1504.11868,1505.89309,735.8341,2.21857,0.0487,0.81137,0.67069,0.99882,2.04651,1.48154,2.48881,1.66991,0.9912,0.87354,0.51136,18.73657,4.08071,0.66926,0.38955,0.92475
E14,2129,1,740.5942,536.61907,780743,792415.5,3850.69798,521.04999,375.54966,787.93559,122.17113,1042.09998,751.09931,1575.87119,460.5352,272.61994,1535.05863,1539.39735,768.35335,2.09809,0.02187,0.80596,0.66167,0.99718,2.0035,1.51497,2.5085,1.66859,0.98527,0.81617,0.50087,18.992,4.26492,0.66028,0.40664,1.36071
E14,2130,1,706.26253,522.12134,834949,849154.5,3920.10714,538.17168,396.79031,820.70806,119.12398,1076.34337,793.58062,1641.41611,468.64776,290.14526,1559.00128,1565.66401,824.60481,2.06837,0.02272,0.7853,0.68277,0.99574,1.89868,1.54627,2.5145,1.64003,0.98327,0.79803,0.47332,18.405,4.51774,0.68142,0.43487,0.90625
E14,2131,1,663.02259,581.47901,916417,931156,4029.12438,556.96283,421.63424,830.12496,101.17998,1113.92566,843.26849,1660.24992,465.83059,321.6269,1489.84328,1492.66084,909.11751,1.96883,0.03931,0.72339,0.70938,0.99811,1.64188,1.48077,2.70439,1.67756,0.98417,0.92413,0.39094,17.71447,5.50467,0.70806,0.4773,0.85888
E14,2132,1,664.58688,571.24494,767669,786977,3816.60252,519.45789,364.65015,799.79728,117.18341,1038.91578,729.3003,1599.59457,453.71857,278.75382,1465.99488,1487.42038,796.82507,2.19333,-0.04286,0.78901,0.66226,0.9856,1.86668,1.54391,2.60342,1.67084,0.97547,0.8155,0.46429,18.97492,4.43286,0.66086,0.39983,1.08045
E14,2133,1,719.60259,537.31767,751368,775723.5,3888.0878,520.50661,343.83645,815.56358,138.87675,1041.01322,687.67291,1631.12716,473.62214,256.69079,1544.77862,1572.35498,726.142,2.37195,-0.14059,0.8404,0.62458,0.98246,2.16535,1.51957,2.51692,1.69158,0.9686,0.89082,0.53818,20.1196,3.74798,0.6232,0.39134,1.20304
E14,2134,1,689.60671,586.0696,762987,780852.5,3793.17107,516.6027,353.55545,795.97995,117.39251,1033.2054,707.1109,1591.95991,451.69608,276.81351,1494.04987,1496.81666,805.77184,2.25136,-0.12833,0.79021,0.66638,0.99815,1.85762,1.58075,2.53885,1.64735,0.97712,0.81445,0.46168,18.85766,4.40064,0.66497,0.39739,1.13422
E14,2135,1,669.02776,567.79296,933797,955219.5,4432.16811,567.72618,444.87272,888.29398,102.56545,1135.45236,889.74544,1776.58796,484.61662,313.01217,1506.02258,1517.1504,924.32938,1.99674,-0.10289,0.76342,0.59735,0.99267,1.64135,1.50177,2.94296,1.81536,0.97757,0.78059,0.39075,21.03681,5.53526,0.59615,0.48635,3.50217
E14,2136,1,650.48321,553.77966,783024,804561.5,3895.15887,534.3362,353.07404,842.73657,134.22344,1068.6724,706.14808,1685.47314,481.55521,267.63834,1562.56264,1577.88633,785.0175,2.38686,0.40933,0.83133,0.64854,0.99029,2.01,1.5819,2.4928,1.64846,0.97323,0.79027,0.50249,19.3765,3.98095,0.64716,0.40782,0.96239
E14,2137,1,695.23173,579.01437,778573,794971.5,3894.40656,535.82952,361.27749,838.42861,134.96315,1071.65904,722.55498,1676.85722,488.7504,257.77112,1600.2353,1614.0006,751.0484,2.32073,0.4867,0.84961,0.6451,0.99147,2.149,1.55694,2.43365,1.64665,0.97937,0.91785,0.53467,19.47974,3.97019,0.64371,0.40551,0.98875
E14,2138,1,695.20697,578.97517,778214,794089.5,3893.6492,535.92284,360.53788,838.16501,134.94227,1071.84568,721.07577,1676.33002,488.92405,257.62484,1599.83312,1613.53267,750.27073,2.32476,0.48669,0.84991,0.64505,0.99151,2.1506,1.5556,2.43378,1.6472,0.98001,0.93562,0.53501,19.48115,3.9715,0.64366,0.40532,0.97989
E14,2139,1,695.20697,578.97517,778214,794089.5,3893.6492,535.92284,360.53788,838.16501,134.94227,1071.84568,721.07577,1676.33002,488.92405,257.62484,1599.83312,1613.53267,750.27073,2.32476,0.48669,0.84991,0.64505,0.99151,2.1506,1.5556,2.43378,1.6472,0.98001,0.93562,0.53501,19.48115,3.9715,0.64366,0.40532,0.97989
E14,2140,1,666.00859,592.09417,851605,881529,4071.88679,558.9465,385.65952,858.65156,133.32764,1117.89299,771.31904,1717.30313,503.16039,277.52837,1606.84349,1624.90822,815.2251,2.22645,0.47496,0.83413,0.64544,0.98888,1.9932,1.55549,2.53409,1.66871,0.96605,0.75218,0.49829,19.46943,4.19228,0.64411,0.44354,1.12435
E14,2141,1,683.09688,553.6131,853694,867570,3976.91623,551.16857,389.85552,815.58946,119.17668,1102.33715,779.71105,1631.17892,488.38204,281.90193,1553.48157,1555.16103,835.42261,2.09203,0.60275,0.81659,0.6783,0.99892,1.86153,1.52188,2.56,1.66358,0.98401,0.88852,0.46281,18.52638,4.6248,0.67694,0.44463,1.37868
E14,2142,1,667.63068,562.65847,863315,880931,4121.60967,564.63708,368.90367,886.89687,142.09794,1129.27415,737.80735,1773.79375,514.10509,273.30766,1676.22731,1678.82997,811.03544,2.40414,0.56972,0.84698,0.63862,0.99845,2.06998,1.57717,2.45886,1.65535,0.98,0.90808,0.5169,19.67725,3.97358,0.63732,0.44964,0.99372
E14,2143,1,674.52578,551.40089,946556,975267,4440.87164,601.82588,371.02846,974.09535,165.70456,1203.65176,742.05691,1948.19069,559.37764,277.02309,1836.06018,1838.54463,811.91658,2.62539,0.5722,0.86876,0.60314,0.99865,2.26445,1.57703,2.4187,1.67551,0.97056,0.89864,0.55839,20.83484,3.63192,0.60194,0.493,0.9643
E14,2144,1,669.3352,605.78472,799870,830859.5,3923.46039,540.79412,363.45272,829.84458,132.07607,1081.58824,726.90545,1659.68917,486.40436,270.75448,1551.40356,1559.95992,791.40459,2.28323,0.4571,0.83075,0.65297,0.99452,1.97113,1.54345,2.52897,1.66859,0.9627,0.74437,0.49268,19.24505,4.09457,0.65159,0.4166,1.00273
E14,2145,1,724.9502,612.21735,860883,870548.5,4084.92337,554.8066,371.17558,835.17576,132.71784,1109.6132,742.35116,1670.35152,498.94185,276.54361,1618.53298,1618.09939,814.63213,2.25008,0.56022,0.83234,0.64832,1.00027,1.98629,1.53117,2.52384,1.67915,0.9889,0.92017,0.49655,19.38312,4.18035,0.647,0.44838,1.11099
E14,2146,1,708.83337,581.64304,853424,875685,4090.52135,557.81619,357.19863,864.98406,140.78495,1115.63237,714.39726,1729.96811,504.53769,276.4332,1591.63721,1637.36061,788.67916,2.42158,0.52508,0.83655,0.64094,0.97207,2.07608,1.51314,2.57001,1.68609,0.97458,0.75166,0.51832,19.60616,3.96219,0.63963,0.44449,1.01712
E14,2147,1,669.98603,593.76419,980601,1005761.5,4323.0899,596.15849,392.286,920.36455,142.07423,1192.31699,784.57201,1840.72909,534.19493,300.36702,1707.25306,1714.37299,874.43816,2.34616,0.53234,0.82695,0.65935,0.99585,1.96054,1.52877,2.53219,1.66991,0.97498,0.85129,0.48994,19.05883,4.19611,0.6581,0.51073,0.93086
E14,2148,1,688.27295,594.18164,923754,940737,4129.8746,573.87313,406.8015,877.10664,126.34667,1147.74625,813.60301,1754.21329,507.40737,296.35644,1633.45799,1641.44232,862.81399,2.1561,0.55395,0.81171,0.6806,0.99514,1.90243,1.53316,2.5283,1.64914,0.98195,0.90036,0.47436,18.46364,4.54205,0.67928,0.48112,0.85692
E14,2149,1,706.06377,617.18179,850759,864874.5,4049.25433,557.70042,375.37687,863.93954,140.0153,1115.40084,750.75375,1727.87907,507.44345,270.42471,1642.29413,1653.80014,781.25955,2.30153,0.49801,0.84617,0.65203,0.99304,2.11684,1.5187,2.46561,1.6629,0.98368,0.9241,0.5276,19.27274,3.98314,0.6507,0.4431,1.00997
E14,2150,1,687.80085,573.2016,880176,906941,4291.83506,584.91916,366.45639,936.06463,163.74424,1169.83832,732.91277,1872.12926,547.46191,263.09838,1792.17103,1797.6304,783.04557,2.55437,0.60551,0.87695,0.60047,0.99696,2.29569,1.59926,2.39477,1.66307,0.97049,0.93569,0.5644,20.92746,3.57215,0.59922,0.45843,0.90263
E14,2151,1,687.16547,575.76884,974463,1000384.5,4462.24423,606.02778,388.31402,964.99864,159.97855,1212.05555,776.62805,1929.99728,558.64896,284.19611,1812.04443,1832.86959,837.54196,2.4851,0.58136,0.86093,0.61499,0.98864,2.18839,1.57533,2.46255,1.67099,0.97409,0.88345,0.54304,20.43343,3.78818,0.61379,0.50753,1.13019
E14,2152,1,684.46247,587.03073,813190,830953.5,4125.69293,559.80109,357.93807,894.80483,157.10836,1119.60218,715.87614,1789.60965,523.90283,252.14895,1721.68522,1723.17674,753.44071,2.49989,0.59927,0.87656,0.60035,0.99913,2.28708,1.59657,2.39631,1.66586,0.97862,0.92308,0.56276,20.93157,3.56315,0.59906,0.42354,0.94122
E14,2153,1,685.91683,565.06901,909054,931303,4273.5163,580.32629,373.89245,907.65921,149.90533,1160.65257,747.78491,1815.31841,530.72091,278.53066,1709.15769,1728.96548,821.9635,2.42759,0.56958,0.85122,0.6255,0.98854,2.10346,1.56332,2.50036,1.67528,0.97611,0.91292,0.52459,20.09005,3.87129,0.62425,0.47347,1.14495
E14,2154,1,668.15215,581.34466,927647,949206,4344.8544,591.66392,367.85411,939.6914,162.35788,1183.32784,735.70823,1879.38279,546.45281,278.94162,1756.66047,1756.6134,826.84321,2.55452,0.60601,0.8599,0.61751,1.00003,2.12448,1.56573,2.47336,1.6818,0.97729,0.93334,0.5293,20.35015,3.6442,0.61628,0.48315,0.94143
E14,2155,1,690.96083,599.78529,934365,956734,4398.07979,598.3669,376.00654,957.67989,168.74652,1196.73381,752.01308,1915.35978,559.71857,270.60263,1801.25512,1808.80091,781.13241,2.54698,0.60356,0.87537,0.60702,0.99583,2.31561,1.51216,2.44168,1.69814,0.97662,0.7466,0.56815,20.70187,3.54595,0.60581,0.48665,1.10567
E14,2156,1,655.41639,592.67405,845401,877147.5,4225.23708,570.76084,343.54747,923.59103,163.65665,1141.52169,687.09494,1847.18206,532.6726,262.30505,1708.7554,1726.73039,777.32319,2.68839,0.58461,0.87035,0.59507,0.98959,2.22138,1.58768,2.4727,1.68736,0.96381,0.93648,0.54983,21.11735,3.48755,0.5938,0.44031,1.15976
E14,2157,1,687.08901,565.39485,989088,1026444.5,4561.59956,611.99081,399.10167,990.00552,162.7427,1223.98162,798.20333,1980.01104,563.82345,288.29546,1844.10249,1851.67661,848.49228,2.48058,0.57941,0.85939,0.59732,0.99591,2.18231,1.58847,2.47361,1.68938,0.96361,0.91003,0.54177,21.03775,3.76048,0.59615,0.51515,1.42285
E14,2158,1,688.42593,558.87612,883863,917106.5,4294.66349,577.63913,376.99454,934.11152,153.40813,1155.27825,753.98907,1868.22305,531.70759,272.91328,1747.30879,1749.88684,802.30554,2.47779,0.57685,0.85822,0.60219,0.99853,2.18107,1.58842,2.45787,1.68274,0.96375,0.92089,0.54151,20.86764,3.76537,0.60094,0.46035,1.49899
E14,2159,1,688.58064,605.94961,825841,838958,3977.94567,549.66504,367.32551,848.40376,135.79823,1099.33009,734.65102,1696.80753,498.74014,268.00318,1614.65941,1618.9523,772.43655,2.30968,0.56083,0.84335,0.65583,0.99735,2.0959,1.51426,2.46364,1.66345,0.98437,0.90343,0.52288,19.16114,4.04766,0.65447,0.43013,1.0294
E14,2160,1,683.9266,585.11922,877450,898132.5,4207.33254,568.4128,357.33069,886.83552,148.34957,1136.8256,714.66138,1773.67104,519.86791,273.55421,1662.32247,1687.75241,795.66557,2.48183,0.53894,0.85036,0.6229,0.98493,2.12118,1.53044,2.531,1.69417,0.97697,0.91678,0.52856,20.17397,3.83158,0.62163,0.45701,1.15063
E14,2161,1,720.72833,563.89093,904479,921008.5,4177.04112,569.04648,356.36802,859.93703,139.00567,1138.09295,712.73603,1719.87405,511.33612,285.77346,1616.18842,1630.45367,828.47265,2.41306,0.53771,0.82925,0.65143,0.99125,1.96802,1.49344,2.5845,1.69873,0.98205,0.91637,0.49188,19.2903,4.09369,0.65014,0.47108,1.01948
E14,2162,1,695.17754,585.45806,951176,971981.5,4321.40866,592.21673,383.26099,918.37944,149.20697,1184.43346,766.52198,1836.75888,539.68378,285.865,1719.27339,1751.07302,826.2882,2.39622,0.54364,0.84819,0.64006,0.98184,2.1192,1.52116,2.51351,1.67668,0.97859,0.92044,0.52812,19.63314,3.9691,0.63881,0.4954,0.93468
E14,2163,1,734.24819,592.44905,884082,900376,4288.72236,576.09495,368.3462,906.13041,153.49925,1152.18991,736.6924,1812.26082,532.3941,268.32356,1771.91224,1773.52478,791.83169,2.46,0.59719,0.86371,0.60401,0.99909,2.23977,1.58846,2.42039,1.67178,0.9819,0.76485,0.55353,20.80479,3.75308,0.60276,0.46046,1.55496
E14,2164,1,689.82124,614.74428,952937,971694.5,4244.30815,579.77711,418.2313,877.26909,124.42054,1159.55422,836.4626,1754.53818,508.47855,305.06929,1619.59563,1624.92128,884.96844,2.09757,0.47132,0.80003,0.66475,0.99672,1.83613,1.50902,2.6206,1.69103,0.9807,0.75804,0.45538,18.90382,4.65982,0.66348,0.49632,1.08879
E14,2165,1,680.34805,604.96725,889677,907842.5,4114.01169,569.68323,378.87262,879.45631,142.46727,1139.36646,757.74525,1758.91262,515.96008,280.38428,1665.1033,1663.04078,801.55991,2.32125,0.53777,0.83946,0.66056,1.00124,2.07476,1.49833,2.47072,1.66924,0.97999,0.75533,0.51802,19.02386,3.9987,0.65925,0.46337,0.81268
E15,2166,1,717.32712,593.49418,549090,575431,3426.34055,448.74501,305.75046,698.18729,112.34661,897.49001,611.50091,1396.37458,404.25716,224.86811,1346.6061,1362.40595,650.59023,2.28352,0.10631,0.83101,0.58775,0.9884,2.09411,1.61425,2.54443,1.70211,0.95422,0.75954,0.52247,21.38048,3.99429,0.58618,0.28598,1.64602
E15,2167,1,701.36353,613.14114,665813,701828,3824.49697,496.58831,329.925,780.21307,127.43048,993.17662,659.84999,1560.42614,449.53983,246.46988,1501.00133,1519.31946,734.88665,2.36482,-0.01625,0.8363,0.57202,0.98794,2.06742,1.67694,2.54796,1.6966,0.94868,0.78747,0.51631,21.9683,3.89694,0.57063,0.34678,1.47612
E15,2168,1,791.63812,593.93814,508032,520017,3271.17402,430.96546,289.18559,670.95155,112.21093,861.93093,578.37118,1341.9031,393.23538,209.00707,1327.42043,1335.46419,596.26224,2.32014,0.12654,0.84705,0.59661,0.99398,2.23973,1.5674,2.46431,1.69339,0.97695,0.79462,0.55352,21.06281,3.84067,0.59497,0.2646,1.6772
E15,2169,1,683.03508,589.45655,513337,534286,3422.13954,439.78096,289.73056,697.61844,119.92574,879.56193,579.46112,1395.23688,404.7782,209.61667,1378.98078,1381.07568,618.83963,2.40782,-0.02636,0.85547,0.55083,0.99848,2.23172,1.66492,2.48164,1.71114,0.96079,0.76793,0.55191,22.81355,3.66711,0.54927,0.26736,1.53642
E15,2170,1,698.59409,557.23917,543572,568159.5,3447.9974,447.9796,287.90842,704.93436,117.65194,895.95921,575.81685,1409.86873,407.26018,220.59499,1374.02256,1381.53916,636.90361,2.44847,0.04035,0.8406,0.57456,0.99456,2.16915,1.61875,2.50942,1.70825,0.95672,0.76921,0.53899,21.87141,3.80767,0.573,0.28311,1.53003
E15,2171,2,764.00603,602.65443,573852,589168,3639.42381,469.75663,280.89238,764.37558,140.26662,939.51325,561.78477,1528.75117,442.09529,211.87604,1504.08045,1510.8819,616.0939,2.72124,0.0386,0.87768,0.54443,0.9955,2.45236,1.6221,2.4197,1.71108,0.974,0.84231,0.59223,23.08157,3.34903,0.54295,0.29888,1.46308
E15,2172,1,688.39299,561.06571,589579,613925,3607.98016,471.2544,300.10839,754.0831,131.3696,942.5088,600.21678,1508.16621,434.30794,225.18814,1471.00034,1472.99628,663.95168,2.5127,-0.02195,0.85508,0.56915,0.99864,2.21853,1.65881,2.45274,1.68838,0.96034,0.78659,0.54925,22.07935,3.58724,0.56766,0.30707,1.34639
E15,2173,1,765.29935,565.16389,621397,649181.5,3701.44314,469.5109,346.29016,708.43546,103.2305,939.0218,692.58032,1416.87092,413.33903,245.44747,1397.00036,1402.74554,710.28869,2.04579,-0.01703,0.8046,0.56995,0.9959,1.97489,1.60341,2.64956,1.75172,0.9572,0.7782,0.49364,22.04819,4.54818,0.56851,0.32364,1.69049
E15,2174,1,732.54342,597.65807,582652,597484.5,3515.36998,464.16873,309.18935,733.05718,127.6331,928.33746,618.37871,1466.11437,428.02414,220.3015,1447.58178,1452.33432,631.42764,2.3709,-0.06165,0.85737,0.59248,0.99673,2.30008,1.57391,2.42844,1.68703,0.97518,0.82087,0.56523,21.20962,3.63674,0.59095,0.30346,1.28334
E15,2175,1,687.54824,521.09102,709520,745313,3905.90404,512.95526,329.99934,794.73906,132.95716,1025.91053,659.99867,1589.47812,466.60336,251.15085,1503.27975,1554.84644,741.16615,2.40831,-0.27734,0.84278,0.58443,0.96683,2.09784,1.6242,2.59825,1.70117,0.95198,0.74899,0.52332,21.50198,3.85805,0.58305,0.36954,1.25456
E15,2176,1,704.18991,557.18506,557551,586178,3604.09791,464.76103,304.49497,745.69329,128.11884,929.52207,608.98994,1491.38658,432.35047,213.2722,1470.17992,1473.25589,639.67725,2.44895,-0.32637,0.86987,0.53939,0.99791,2.30312,1.69026,2.45147,1.70573,0.95116,0.76506,0.56581,23.29746,3.62758,0.53789,0.29039,1.51677
E15,2177,1,774.04307,467.84429,604771,616500.5,3750.65425,487.79354,295.13239,789.76915,146.9668,975.58707,590.26477,1579.5383,463.61233,211.18409,1564.42737,1570.79791,607.31816,2.67598,-0.31736,0.89023,0.54024,0.99594,2.58645,1.57741,2.39746,1.72197,0.98097,0.80445,0.61337,23.26072,3.31907,0.53879,0.31498,1.49384
E15,2178,1,712.16585,467.89319,690955,721187.5,3879.8746,507.24722,345.92614,790.26972,121.48831,1014.49444,691.85227,1580.53943,458.39043,248.86327,1513.82595,1530.46272,740.60542,2.2845,-0.36268,0.83979,0.5768,0.98913,2.0665,1.64044,2.56296,1.70839,0.95808,0.75914,0.51609,21.78641,4.17528,0.57541,0.35987,1.44835
E15,2179,1,735.26125,679.56185,684524,708639,3755.41371,497.92945,356.39807,758.77305,114.05162,995.85889,712.79614,1517.5461,444.37169,251.93494,1483.65663,1498.02082,743.66918,2.129,-0.37506,0.82375,0.60993,0.99041,2.01436,1.62745,2.53119,1.67526,0.96597,0.90644,0.50357,20.60283,4.36583,0.60852,0.35652,1.53376
E15,2180,1,771.60311,653.82174,797744,824262,4081.86955,535.46499,383.16656,791.40941,122.05151,1070.92998,766.33312,1582.81883,477.50547,271.29982,1548.58161,1545.05978,793.20812,2.06544,-0.24578,0.82292,0.60167,1.00228,1.94786,1.53627,2.63588,1.74568,0.96783,0.84897,0.48662,20.88597,4.3872,0.60035,0.41549,1.59675
E15,2181,1,755.54968,577.59616,954294,964067.5,4000.38932,562.31442,469.12889,740.22439,76.79101,1124.62883,938.25779,1480.44878,461.0412,330.95871,1474.86169,1476.01465,960.66365,1.57787,-0.37483,0.6962,0.74935,0.99922,1.53645,1.48587,2.71238,1.64174,0.98986,0.85279,0.34915,16.76959,7.32266,0.748,0.49703,1.16523
E15,2182,1,733.22402,615.93784,719271,750128.5,3823.98225,508.5705,371.88164,770.31025,110.45268,1017.14099,743.76328,1540.62049,446.26325,267.74816,1475.7371,1503.67089,791.62417,2.07139,-0.1502,0.80002,0.61812,0.98142,1.89948,1.65493,2.59124,1.66601,0.95886,0.76927,0.47354,20.33008,4.60442,0.61673,0.37462,1.3651
E15,2183,1,736.82592,565.86227,792499,806619.5,3804.45029,518.37297,407.8893,755.90824,93.12616,1036.74594,815.77861,1511.81649,437.5226,293.1796,1431,1451.27272,836.49661,1.85322,-0.03379,0.74228,0.68806,0.98603,1.73494,1.53184,2.6586,1.66295,0.98249,0.80429,0.42361,18.26355,5.56635,0.68667,0.41276,1.44349
E15,2184,1,746.76026,588.962,589997,618294.5,3517.27662,461.46696,325.73913,705.09798,106.62416,922.93392,651.47826,1410.19596,409.45977,238.03222,1375.10509,1389.23736,699.44946,2.16461,-0.03854,0.81367,0.5993,0.98983,1.98619,1.64696,2.55782,1.68397,0.95423,0.81173,0.49652,20.9683,4.32798,0.59779,0.30729,1.83724
E15,2185,1,743.68387,596.88227,589185,616122.5,3504.14668,460.58703,325.71602,699.36614,105.55216,921.17407,651.43204,1398.73228,407.9863,238.38011,1351.42776,1381.1813,699.67761,2.14717,-0.04069,0.81155,0.60297,0.97846,1.97403,1.6402,2.59292,1.68399,0.95628,0.81177,0.49342,20.84073,4.3636,0.60146,0.30687,1.79841
E15,2186,1,749.93061,602.75297,593948,616270,3532.46544,466.20424,305.55542,730.86488,118.83443,932.40848,611.11084,1461.72976,420.46566,233.82034,1406.75513,1422.85025,685.03305,2.39192,-0.08513,0.83112,0.59814,0.98869,2.07705,1.64105,2.51107,1.67584,0.96378,0.78269,0.51855,21.0091,3.92314,0.59662,0.30935,1.36617
E15,2187,1,730.6495,590.46363,662751,681716.5,3774.18831,493.45421,312.5624,773.49803,129.86534,986.90842,625.1248,1546.99605,449.72373,241.05058,1503.94049,1525.62772,698.183,2.4747,0.08125,0.84422,0.58467,0.98578,2.18514,1.60719,2.50953,1.69717,0.97218,0.74953,0.54236,21.49299,3.79974,0.58325,0.34518,1.51812
E15,2188,1,730.25875,609.7789,597041,620373.5,3593.65425,470.96801,308.75205,746.81388,128.78356,941.93603,617.50409,1493.62777,433.74978,224.1692,1447.11091,1469.54888,639.29709,2.41881,0.03898,0.8561,0.58095,0.98473,2.29869,1.57356,2.48333,1.70409,0.96239,0.78425,0.56497,21.63059,3.65705,0.57945,0.31096,1.53282
E15,2189,1,697.15103,606.68559,611719,637870.5,3603.23499,473.5226,310.75223,736.33071,120.48921,947.04521,621.50446,1472.66142,427.27916,237.00019,1402.74766,1448.31241,696.40552,2.36951,-0.05249,0.83207,0.59207,0.96854,2.0797,1.64882,2.5687,1.68005,0.959,0.77931,0.51916,21.22429,3.93,0.59059,0.3186,1.49072
E15,2190,1,731.66653,568.41615,690665,722080.5,3805.26652,499.51775,365.00579,769.81919,114.99081,999.0355,730.01158,1539.63838,443.32136,257.29927,1483.5016,1503.85987,759.2312,2.10906,-0.0897,0.81434,0.59939,0.98646,1.98077,1.65316,2.56506,1.68145,0.95649,0.76849,0.49514,20.96538,4.34398,0.598,0.35972,1.59326
E15,2191,1,693.59253,626.26004,567164,585315,3414.01464,454.50219,302.54435,715.03503,118.92173,909.00438,605.08871,1430.07005,411.96284,225.82382,1361.09405,1382.37174,639.4861,2.36341,-0.03617,0.83637,0.61149,0.98461,2.16169,1.55865,2.50829,1.68855,0.96899,0.77872,0.5374,20.55049,3.82186,0.60991,0.2954,1.31863
E15,2192,1,691.29103,602.85163,580498,601866,3561.77915,463.09371,295.38787,736.68273,130.57167,926.18742,590.77573,1473.36545,427.13425,221.48467,1446.67377,1448.82753,629.51409,2.49395,-0.08508,0.85506,0.57501,0.99851,2.3015,1.57116,2.46205,1.71376,0.9645,0.80992,0.5655,21.85412,3.54666,0.57351,0.30234,1.35755
E15,2193,1,703.85385,627.5071,621079,637551.5,3552.20555,472.99997,330.99868,732.13989,116.31253,945.99993,661.99735,1464.27978,423.67568,240.31645,1394.46477,1424.09957,700.44256,2.21191,-0.05796,0.82357,0.61853,0.97919,2.03314,1.60608,2.54736,1.67199,0.97416,0.81143,0.50815,20.31652,4.06663,0.61703,0.32348,1.28682
E15,2194,1,707.71097,704.73009,694908,723708.5,3862.76905,501.0734,338.75992,762.11712,118.15408,1002.1468,677.51983,1524.23425,446.34449,256.52928,1475.12237,1498.74004,752.14179,2.24973,-0.04819,0.81834,0.58525,0.98424,1.99263,1.62218,2.61861,1.71611,0.9602,0.76573,0.49815,21.47189,4.24085,0.58387,0.36193,1.50556
E15,2195,1,741.74722,623.27986,719681,748215.5,3744.56298,501.02204,371.87548,734.47621,96.36939,1002.04408,743.75097,1468.95241,428.00584,277.70159,1444.11218,1445.93244,814.10015,1.97506,-0.00781,0.76094,0.64498,0.99874,1.77611,1.63563,2.59299,1.65686,0.96186,0.7856,0.43697,19.48329,5.19897,0.64358,0.37483,1.55774
E15,2196,1,710.22687,642.3386,741594,771027.5,3856.40866,510.81818,360.06067,766.33747,115.58285,1021.63636,720.12134,1532.67494,447.80701,271.58679,1485.4363,1489.84042,788.59989,2.12836,0.0615,0.7951,0.62663,0.99704,1.88922,1.58427,2.59615,1.69257,0.96183,0.81087,0.47068,20.05395,4.4195,0.62525,0.38625,1.37721
E15,2197,1,724.44719,521.7958,600282,620826,3692.36493,482.64553,296.12062,772.28482,141.73725,965.29107,592.24125,1544.56963,454.68259,215.15935,1513.69911,1532.52689,622.42879,2.60801,-0.29263,0.88095,0.55329,0.98771,2.46217,1.58907,2.4393,1.71343,0.96691,0.7802,0.59385,22.71192,3.40521,0.55183,0.31265,1.42984
E15,2198,1,736.58108,509.14142,610289,631594.5,3691.49488,485.17613,298.25924,774.4949,141.25252,970.35226,596.51848,1548.9898,455.7108,218.33352,1521.69642,1532.2273,629.4656,2.59672,-0.28098,0.87776,0.56278,0.99313,2.43417,1.58037,2.42591,1.70769,0.96627,0.78232,0.58918,22.32899,3.43481,0.56132,0.31786,1.41507
E15,2199,1,738.50168,518.28592,671228,694674.5,3739.38427,495.76151,330.46567,769.30366,125.23193,991.52302,660.93134,1538.60733,448.57626,245.43204,1479.62495,1508.3097,721.02381,2.32794,-0.35004,0.83704,0.60323,0.98098,2.0919,1.62021,2.52725,1.67736,0.96625,0.79291,0.52197,20.83196,3.95875,0.60181,0.3496,1.4876
E15,2200,1,712.77122,612.3273,698843,725818.5,3915.74466,513.59903,322.68432,818.11958,137.29175,1027.19805,645.36865,1636.23915,472.74079,243.19438,1588.63275,1588.86464,722.86732,2.53536,-0.41206,0.85753,0.57274,0.99985,2.198,1.64349,2.46485,1.69386,0.96283,0.78143,0.54504,21.94063,3.74093,0.57137,0.36398,1.24744
E15,2201,1,719.33954,612.66329,719701,755924,3991.74466,526.17907,331.06765,828.47523,139.76463,1052.35814,662.1353,1656.95046,486.76919,243.82087,1573.5962,1618.51122,718.08897,2.50243,-0.53245,0.86551,0.56759,0.97225,2.25391,1.61489,2.5367,1.70836,0.95208,0.74816,0.55633,22.13979,3.76475,0.56624,0.37484,1.29959
E15,2202,1,735.30125,538.33578,806563,843515.5,4126.91623,543.14772,390.66194,828.73331,120.95355,1086.29544,781.32388,1657.46662,484.55442,273.57286,1608.29506,1615.20213,816.57096,2.12136,-0.40924,0.82537,0.59511,0.99572,1.97803,1.63524,2.56602,1.69708,0.95619,0.7926,0.49445,21.11607,4.49055,0.59379,0.42008,1.59511
