specie,leaf,id,x,y,area,area_ch,perimeter,radius_mean,radius_min,radius_max,radius_sd,diam_mean,diam_min,diam_max,major_axis,minor_axis,caliper,length,width,radius_ratio,theta,eccentricity,form_factor,narrow_factor,asp_ratio,rectangularity,pd_ratio,plw_ratio,solidity,convexity,elongation,circularity,circularity_haralick,circularity_norm,coverage,asm,con,cor,var,idm,sav,sva,sen,ent,dva,den,f12,f13,DGCI,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,pcv,prop_veins
E11,2035,1,705.2602600806,563.8820728448,993340,1012390,4284.4797231261,572.8093153684,417.4885457911,818.2907846537,106.8793344505,1145.6186307368,834.9770915821,1636.5815693073,481.7333329689,327.8164015896,1533.8347368605,1532.0673339337,895.7406351928,1.9600317012,0.0147357261,0.7327541178,0.6800042147,1.0011536066,1.7103916845,1.3815359966,2.7933124868,1.7647523106,0.9811831409,0.8113712678,0.4153385981,18.4798422472,5.3594019678,0.6787449603,0.5173645833,0.0360981691,1.1136198529,0.930701438,9.0349420007,0.7130979214,24.3343873342,559.3767151765,1.3485097781,1.6443787728,1.1136198529,0.4460486242,0.4471919077,0.7824945896,0.4906105084,1,0.0120439565,0.0545593636,-0.018911962,0.0142500679,-0.0161721878,0.0058917296,-0.0090916955,0.0040965005,-0.007907583,0,-0.0054705612,0.0044404918,-0.0068756353,0.004275684,-0.0011269092,0.0042553461,-0.0004151588,0.0019399442,9.98282e-05,0,0.0238900107,-0.0016484399,-0.0019025895,-0.0043746642,-0.0056906539,0.0031473643,-4.13116e-05,0.001139393,-0.0005100825,-0.6578627862,-0.0520607043,-0.0273974507,-0.025331147,-0.0022592648,0.0001685796,0.0076127539,0.0009349448,0.0017499488,-0.0034323323,0.4467128356,0.108206656331166
E11,2036,1,804.8280936161,550.1964798987,988940,1007494.5,4082.3132008847,565.3524750683,465.8532835285,727.4081193504,61.8383329849,1130.7049501365,931.706567057,1454.8162387008,443.7965302179,355.6556601951,1396.0121775973,1396.4740305209,1000.8894150819,1.5614532409,0.1886037523,0.5981374742,0.7457051881,0.9996692721,1.3952330892,1.4133477012,2.9242676149,1.702834507,0.9815835223,0.8747345373,0.2832738789,16.8516604345,9.1424274844,0.7443837244,0.5150729167,0.0359510202,0.6406360726,0.9738788603,13.2627894337,0.791575939,16.4303601624,273.6602222562,1.4220391173,1.6241721608,0.6406360726,0.3710278357,0.5839397177,0.8591363891,0.4585051416,1,-0.0086951609,0.0402007359,0.003247021,0.0142207083,0.0086898116,0.0108275268,0.0070750092,0.0077087545,0.0070089921,0,-0.0014336601,-0.0008384551,-0.0009329445,0.0132545011,0.0042802128,0.0045099623,0.0048385332,0.0054670042,0.0042776785,0,0.0108239333,-0.0169806723,-0.0071198484,-0.000634347,-0.0034586331,-0.0042917536,-0.0029270541,0.0006324142,-0.0017653078,-0.7856609495,0.0364708251,-0.0022865629,0.0121853617,0.0046007094,0.0082985878,0.0050473378,0.0057475636,-0.0010699888,7.2204e-05,0.3281988448,0.140061075494974
E11,2037,1,791.2469732662,549.6007884697,874058,889127.5,3983.609665441,538.0086302994,442.1173892317,745.4386366686,83.108394805,1076.0172605988,884.2347784633,1490.8772733372,441.9285013027,317.8953447644,1459.0771055705,1459.9396242069,909.7922528069,1.6860649566,-0.0176076573,0.6946616864,0.6921441639,0.9994092094,1.6046955991,1.519626569,2.7302255996,1.6810381394,0.9830513621,0.8665688136,0.3768288512,18.1557127406,6.4735774474,0.6908035205,0.4552385417,0.0330639673,0.6783038293,0.9756434383,14.9244577842,0.7824763788,14.1942690679,217.8086679958,1.4353842935,1.6475535214,0.6783038293,0.3801887512,0.578497306,0.8593611722,0.4662351219,-1,0.0133871344,-0.0560137308,-0.0091442403,-0.0298243538,-0.0088648574,-0.0127976103,-0.0073727363,-0.0081937437,-0.0065562578,0,0.0148332575,-0.0091101151,0.0107557166,-0.0104496064,0.0058416885,-0.0062114064,0.0055098299,-0.0030988975,0.0032843169,0,-0.0122455225,0.0138436807,-0.0011831746,0.0025939308,-0.0024839763,-0.002729342,-0.0009805928,-0.0009729189,0.0011617049,0.6988342982,-0.0327895536,-0.0141504679,-0.0184004793,-0.0007593635,-0.0075225475,-0.003872281,-0.0032711099,-0.001301075,-0.0032886802,0.3710882065,0.112064645595601
E11,2038,1,757.0775034576,524.9624018976,899284,920712.5,4061.0167363284,544.4929720838,427.2674628551,744.571883365,87.2000063471,1088.9859441677,854.5349257103,1489.14376673,449.4097431926,319.5389634988,1437.929414123,1428.9206130049,896.606951624,1.7426365172,-0.0319179639,0.7031725775,0.6852312676,1.0063046198,1.5936978967,1.4246669072,2.8242114644,1.7462776181,0.9767261767,0.8195947881,0.3725285062,18.3388750748,6.2441850052,0.6838962887,0.4683770833,0.0419501641,0.5978726349,0.9689858107,10.6386952106,0.7996595663,21.1941691962,431.1664336805,1.3646577178,1.556478598,0.5978726349,0.3616676215,0.5762046574,0.8464666959,0.4715283017,-1,-0.0222020418,-0.0496210272,0.008552096,-0.0189726501,0.0074412934,-0.0101431832,0.008642234,-0.0064602949,0.0077032895,0,0.0027752611,0.0068033035,0.0039626977,0.0082055347,0.0002553189,0.0054579635,-0.0024725446,0.0052988309,-0.0038069761,0,0.0041872667,-0.0151439708,0.0029221558,-0.0033997208,0.0096292786,-0.0056490128,0.003286589,-0.0034540292,0.0063589826,0.6912931914,0.0502070554,0.0080199922,0.0170488159,-0.0020763949,0.007754084,-0.0035844031,0.005765519,0.0018430549,0.0014185605,0.4734158562,0.112551763402885
E11,2039,1,731.1242717547,534.8157001801,941075,965484,4207.418756582,559.6592982043,433.0176144342,771.7738079868,90.0870988686,1119.3185964087,866.0352288683,1543.5476159735,465.3168031414,323.7472328268,1486.0323011294,1494.6006374983,932.6530023563,1.7823150428,0.4367579372,0.7182776383,0.6680402394,0.9942671399,1.6025259488,1.4812249522,2.8313104321,1.7334071263,0.9747183796,0.8665631455,0.3759851435,18.8107989196,6.2124244785,0.6667404688,0.4901432292,0.0489359206,0.6088848644,0.966994602,10.2240194348,0.796202602,20.1801514258,390.822280569,1.351049278,1.545605355,0.6088848644,0.3665577605,0.56945809,0.8414260999,0.4332036889,1,0.0227176378,0.0593112434,-0.0045823387,0.0209865915,-0.0086292795,0.0112045412,-0.0073678175,0.0052138039,-0.0048150904,0,0.0115941866,-0.0132580459,0.0077775125,-0.0067885145,0.0072961523,-0.0113686573,0.0079353457,-0.0059186075,0.0072709097,0,-0.0126849294,0.010695043,-0.0011988657,0.0100361769,-0.0085206312,0.0045694774,-0.0055353641,-7.65496e-05,-0.0029039113,-0.6958781732,-0.0583891834,-0.0003412471,-0.0189324688,0.0003904525,-0.010316101,0.0032223675,-0.0009952748,0.000195109,-0.0011157277,0.4785889113,0.167253407007943
E11,2040,1,780.47469074,580.7269091284,1008681,1026055,4255.2522343406,583.0653034675,458.7758652096,816.2469196219,100.4087275231,1166.1306069351,917.5517304192,1632.4938392437,492.5764605794,327.738909147,1573.302577383,1584.8340340937,939.8622538146,1.7791845246,0.489192011,0.7465258453,0.7000242541,0.9927238711,1.6862407525,1.476706399,2.7046623425,1.6854511391,0.9830671845,0.8988228383,0.4069648723,17.9513360298,5.8069185603,0.6987271688,0.5253546875,0.0624382493,0.5924505671,0.9571736379,7.9168911085,0.8040296322,17.26978658,282.8835785513,1.2757731786,1.4605514867,0.5924505671,0.3604720027,0.5535178218,0.8204762337,0.445314321,1,-0.0091757692,0.0652820381,0.0087908408,0.0208163338,0.0085469513,0.011947877,0.0066509179,0.0071481648,0.0049350871,0,0.0157795385,-0.0123715128,0.0054213282,-0.0076668006,0.0027669603,-0.0014097499,-5.51e-07,-0.0010128753,-0.0008413585,0,-0.0061371426,0.013042209,-0.0015819148,-0.0006976446,0.0038089702,-0.0011171272,-0.0004834877,0.0015287673,-0.0009268841,-0.6744302684,0.0413469109,-0.0020406563,0.0186396372,0.0047153294,0.0062045345,0.0051803183,0.0045487101,0.0009819073,0.0033804665,0.3622885974,0.127424825093365
E11,2041,1,834.5874884466,567.950271135,1150458,1174631.5,4545.1416280095,622.0730807807,480.5051053051,862.557490882,102.973983918,1244.1461615615,961.0102106102,1725.1149817641,523.2899363235,351.7719821531,1666.0435168386,1671.7350418167,1000.3174883177,1.795105778,0.5765749748,0.7403410038,0.6998191,0.9965954384,1.6712044539,1.4535652741,2.7281049877,1.7009926178,0.9794203544,0.8957018454,0.4016291677,17.9565985187,6.0410703472,0.6986125447,0.599196875,0.0513942778,0.6253693273,0.9622631856,9.2859316128,0.7984549402,20.10918443,385.2152490387,1.3289583421,1.5224478483,0.6253693273,0.3669846262,0.56237811,0.8343980034,0.4504579428,1,-0.0109281461,0.0624276232,0.0077021247,0.0199745767,0.0093289672,0.0109008628,0.0083445444,0.0081408994,0.006335742,0,0.0007291353,-0.0053197806,0.002314386,-0.0007413665,0.0001311594,0.0011092764,-0.0011771002,0.0006196827,-0.0003974907,0,-0.0104917416,0.0012306776,0.002702332,0.0007371544,0.0029128088,0.0026317023,-0.0010932066,0.0008656016,-0.0003569007,-0.683288123,0.0427780986,-0.0037368422,0.0181440051,0.0081455187,0.0091437975,0.0036884037,0.0043809058,0.0051997805,0.0012634652,0.3610820172,0.143077800319525
E11,2042,1,783.4959698766,540.4154324758,1090498,1096179,4247.3943699643,598.9915786512,450.9371017386,774.3049335305,96.2250750971,1197.9831573024,901.8742034773,1548.609867061,497.8324681588,346.7138930635,1535.0674252293,1533.860310493,960.1177691119,1.7171018542,0.4229121876,0.717608303,0.7596080584,1.0007869783,1.5975751724,1.3504715639,2.7669106257,1.7030600247,0.9948174523,0.9137071672,0.374051364,16.5432297299,6.2249011294,0.7583103487,0.5679677083,0.0471879867,0.6675882031,0.960008278,9.3465798672,0.7906009436,17.8081114954,304.0291993473,1.336606765,1.5384679743,0.6675882031,0.37666941,0.5548463206,0.8326274441,0.4420018544,1,-0.0030274907,0.054676823,0.0047318137,0.0131591122,0.0049339793,0.006373835,0.0033910793,0.0032650407,0.0025464412,0,0.0055694568,-0.0146634613,0.0052200814,-0.0078183287,0.0028987357,-0.004949541,0.000681276,-0.0040125866,-0.0015624821,0,-0.0147362443,0.0109765018,-0.0010569759,0.0011790531,-0.0003770889,0.0008598409,0.0027788302,0.001944362,0.0003290009,-0.7030553379,0.0160041389,-0.0300862641,-0.0013677593,-0.0032893005,0.0041485041,-0.0032294406,-0.0024287644,-0.0002566117,0.0006547839,0.2810968356,0.125463778934028
E11,2043,1,827.1184052662,576.6585285955,848772,861207.5,3808.4582951013,528.8726087319,423.7867054255,702.3177309175,69.724033494,1057.7452174638,847.5734108509,1404.635461835,430.0333990968,315.6540673704,1353.4740485137,1352.3978549454,913.8866706986,1.6572434244,0.7109639422,0.67912546,0.7353642285,1.000795767,1.4798310319,1.4561488517,2.8138391713,1.6804855048,0.9855603905,0.8304469084,0.3242471752,17.0886346222,7.5852268182,0.7339234284,0.44206875,0.0394611307,0.784610587,0.963747609,11.821501226,0.7718875527,15.0508459625,229.2630463128,1.3847692762,1.6130280602,0.784610587,0.3997664756,0.5477817454,0.8390814673,0.465051646,1,-0.004146927,0.0570061802,0.0071779343,0.0190808552,0.0047683635,0.0076306459,0.0050699902,0.0044159898,0.0042740427,0,-3.47133e-05,0.0086688465,0.0019539405,0.0100548651,0.0013874291,0.009033866,0.0030203136,0.0045860293,0.0053589797,0,-0.0113008322,-0.0200418489,0.0026664743,-0.0059658212,-0.0068176108,-0.0013752737,-0.0050791235,-0.0008901327,-0.0030629727,-0.7493549168,0.0451861217,0.000705889,0.0036944525,0.0014434421,0.0088219745,0.0012527307,0.0046804606,0.0009303055,-0.0001964916,0.3671230189,0.138271526393425
E11,2044,1,792.8578331438,526.8991845656,971576,986719.5,4186.9923497108,571.8781991178,433.5091395034,805.0438797318,104.163286865,1143.7563982355,867.0182790068,1610.0877594636,485.8947984984,319.057892516,1540.3402221587,1562.7293541182,895.0128906173,1.8570401553,0.4309274459,0.7542042788,0.6964377561,0.9856730585,1.7460411694,1.4395815834,2.7182256812,1.7035929454,0.9846526799,0.8869089811,0.4272758183,18.0437813784,5.4902088474,0.6951281398,0.5060291667,0.0523656331,0.5491239442,0.968651624,9.7584113392,0.8116637194,17.893978751,308.7647149104,1.3325720022,1.5124313854,0.5491239442,0.3497634693,0.583364298,0.844036046,0.4763624384,1,-0.0100085917,0.0639703404,0.0096341671,0.020589246,0.0082988709,0.012064341,0.0055135176,0.0073674633,0.005724371,0,0.001946864,-0.009784598,-0.0017424484,-0.003831652,-0.0011912135,-0.0012238782,-0.0029388557,-0.0028445346,-0.0035172433,0,0.0028703345,0.0029619074,0.0021163578,0.0034227327,0.0056974103,0.002176305,0.0015671748,0.0025505258,-9.40313e-05,-0.6598845312,0.0509902183,-0.0112651529,0.0135496138,0.0037523387,0.0060603616,0.0024564448,0.0056283341,0.0018443509,0.0019194953,0.3524923291,0.117988711125017
E11,2045,1,837.2741567307,539.7891885803,932417,951607,4138.0461735799,563.8166207162,414.7725580333,805.159590927,107.6967129188,1127.6332414324,829.5451160667,1610.3191818541,483.9467976521,308.6746257795,1557.3214183334,1568.959096112,869.2656423974,1.941207477,0.3537792001,0.770179167,0.684272966,0.9925825486,1.8049247774,1.4626955928,2.6571561431,1.6971553558,0.9798341122,0.8846443192,0.4459602901,18.3645580622,5.2352258991,0.6829571369,0.4856338542,0.0491729484,0.6338832286,0.9660671086,10.3402477895,0.7976600134,13.7901027979,191.6200862193,1.3445020374,1.5397568288,0.6338832286,0.3688795207,0.5699076353,0.8408384578,0.4541802229,1,-0.0152249379,0.0623701014,0.0055172496,0.0233498718,0.0086117764,0.0136826208,0.0064003424,0.0087193344,0.0058667203,0,0.0043478255,-0.0057892638,0.0050325093,-0.0006993118,0.0029894278,9.52733e-05,0.0033209118,0.00117108,0.0028152473,0,-0.0110641761,-0.0049857126,-0.001256232,0.0018443836,-0.0039779116,-0.0018052857,-0.0007905436,-0.0012433124,-8.97929e-05,-0.6357127116,0.0480304058,-0.0024565312,0.0183611667,0.0063565818,0.0104906919,0.0030556746,0.0036349479,0.0036837214,0.0030196908,0.3141807021,0.119116232329526
E11,2046,1,838.3586641333,545.2005644799,1047193,1065538.5,4434.0116856945,599.3885414291,443.3889953067,869.4781824402,117.6334771734,1198.7770828581,886.7779906135,1738.9563648803,516.9199858231,325.4141805085,1652.0272394849,1668.0697469587,936.8809967256,1.960982775,0.5430874887,0.7769800296,0.669334064,0.9903825919,1.7804499747,1.4923541765,2.6839821885,1.7021479951,0.982782884,0.8871200562,0.4383442308,18.7744375954,5.0953908346,0.6681043014,0.5454130208,0.0646516067,0.5494609649,0.9594436651,7.7740460968,0.8085591747,15.3085803751,223.6984407329,1.2675078623,1.4446979403,0.5494609649,0.3497398478,0.5569839389,0.8199479287,0.4712488029,1,-0.0019085195,0.0721881568,0.012486082,0.0243549724,0.0096658581,0.0118565993,0.0078032281,0.0082132509,0.0063502264,0,-0.0017257179,-0.0059141095,-0.0008470291,-0.0009587738,-0.0014412039,-0.0002555174,-0.0017246523,-0.0012037103,-0.000416447,0,0.0022565661,-0.0057208188,0.002236812,0.0020883321,-0.002721924,0.0004960046,0.0002709411,-0.0002531379,-0.0003545983,-0.6372163954,0.0658006768,-0.0044998919,0.0153035978,0.0043344367,0.0099773695,0.003497669,0.0028941154,0.0033989317,0.0031217989,0.3785712595,0.0814558538874878
E11,2047,1,713.8046695011,584.0614816269,1007986,1028614,4423.4258992569,590.1345112224,434.8017752321,869.2300892292,121.8674050003,1180.2690224449,869.6035504642,1738.4601784584,513.3725928712,315.5235553211,1636.9343297762,1646.7829662657,908.4005020934,1.999141077,0.5235351191,0.7888316952,0.6473614761,0.9940194691,1.8128380186,1.4840865581,2.7022622831,1.7311578421,0.97994583,0.8699435735,0.4483787356,19.4116750493,4.8424310932,0.6461293529,0.5249927083,0.0499885427,0.6892056989,0.9622531643,10.1293175413,0.7894628052,18.8121923966,341.0034218953,1.3429234529,1.5513479649,0.6892056989,0.379636167,0.5522461801,0.8330576052,0.4733843799,1,0.0053184207,0.0702462625,-0.0158636972,0.0216832064,-0.014806069,0.0110309486,-0.0116599901,0.0068441213,-0.0069407016,0,0.0093501002,-0.0096148136,-0.0020169775,-0.0068965131,-0.0003548481,-0.0046373591,0.0023686919,-0.0026096108,0.0024949179,0,0.009318031,0.0052790883,0.0036863673,0.0031016143,-0.002104026,-0.0001435172,-0.0012993123,-0.0026924239,-0.0004028521,-0.6185952812,-0.0709851841,-0.0072912508,-0.0217599961,-0.0020568904,-0.0103090314,0.0054745591,-0.0023635824,0.0024840675,-0.0018241216,0.3945075782,0.119927260894497
E11,2048,1,850.377336054,563.9325082808,686876,702098.5,3557.6613972691,479.6047620541,369.0350470444,682.0040200966,91.6138647776,959.2095241082,738.0700940888,1364.0080401933,406.4969916069,270.5018197479,1339.4315958645,1342.430404148,751.6395092001,1.8480738498,0.0409627583,0.7464459437,0.6819601273,0.997766135,1.7860029811,1.4690042018,2.6560978614,1.6989219771,0.9783185693,0.9002988438,0.4400905202,18.4268406781,5.2350674564,0.6804654019,0.3577479167,0.0381420002,1.0813547492,0.9229728223,8.0193065712,0.6966484594,23.3340660455,511.9854940539,1.3115861098,1.6154796113,1.0813547492,0.4472788225,0.4177629892,0.7576609671,0.4940390156,1,-0.0168798091,0.0625646273,0.0039084258,0.0301171771,0.0078504247,0.0145693572,0.0076389265,0.0103374278,0.0055901738,0,-0.0054221487,-0.0023191301,-0.0005377301,-0.0004372312,-0.0015654191,-0.0005891182,-0.0013589196,0.0002391475,0.0006655288,0,-0.0054209649,-0.0025411048,-0.0032785337,-0.0011429971,-0.0008102028,-0.0017602175,-0.0031744183,-0.0009202308,-0.0016708521,-0.6423395612,0.0428131091,0.0009426577,0.0187444258,0.0072455561,0.0102808356,0.0053845494,0.0050757281,0.0019316188,0.001583985,0.3446849236,0.111404387400346
E11,2049,1,788.1428693305,628.6210143592,706753,723308,3586.3304448274,483.5833751084,383.3334297714,677.259123598,83.5257456985,967.1667502168,766.6668595428,1354.5182471959,401.2414568237,282.546309729,1313.4146336934,1317.720994802,790.0746299145,1.7667624866,0.0547623145,0.7100212492,0.6905210443,0.9967319629,1.667843701,1.473071819,2.7305394297,1.7014602378,0.9771121016,0.8971790162,0.4004234333,18.1983890546,5.7896325386,0.6890427933,0.3681005208,0.0285484101,1.3783124341,0.9319382202,11.1254510075,0.6798749845,22.0256975,464.6357269542,1.3977495808,1.7378598892,1.3783124341,0.4813806073,0.4282236171,0.7824678346,0.5066064065,1,0.0213841882,0.061067343,-0.0142463932,0.0285629068,-0.0109077112,0.0149788244,-0.0085656365,0.0087612094,-0.0043674768,0,0.0084999183,-0.0010186154,0.0009841496,0.0026797492,0.0014481851,0.0004208406,-0.001305368,0.0011967803,-0.0013227501,0,-0.0040316889,-0.0066916554,-9.87608e-05,-0.002863554,0.0064316368,-0.0019617175,0.0017089041,-0.0013440658,0.0006774343,-0.6780028047,-0.0601596516,0.0016186492,-0.0165011464,0.0069260531,-0.0079794803,0.0033948539,-0.0007628933,0.0022335148,-0.0012592325,0.4041898916,0.166656526396068
E11,2050,1,767.0338791979,525.1878553058,896018,917267,3991.3598820789,543.1084930805,440.0738832911,752.543390054,75.4942382872,1086.216986161,880.1477665822,1505.0867801079,438.7866546742,328.8325215961,1409.8372246469,1402.1066262099,940.4465420975,1.7100387426,0.0184686296,0.6621025747,0.7067809292,1.0055135596,1.4908945522,1.4716292845,2.8310785191,1.7038502844,0.9768344441,0.7814783254,0.3292617519,17.7797250817,7.194038981,0.7054257671,0.4666760417,0.0326081053,0.6685705806,0.9761189113,14.9979083148,0.778033381,16.8022769834,291.106032301,1.4470508495,1.6608500944,0.6685705806,0.3801235269,0.5770060077,0.8603110571,0.4386449734,1,0.0038294406,0.0478023229,-0.0195212503,0.0269818744,-0.0154806569,0.0104335427,-0.011320468,0.0054629391,-0.0064517998,0,-0.0066473755,-0.0103683676,0.0021222262,-0.0128297679,-0.0002536097,-0.007098382,0.00047531,-0.0036384856,0.0019425057,0,-0.0059727464,0.0251980458,0.00032568,0.0039929549,-0.0002001249,0.0025108155,-0.0028496964,-0.0013013161,-0.0023426638,-0.7311900069,-0.0630406074,0.0072608678,-0.013350529,0.0037905963,-0.0091400155,-0.0041214145,-0.0015394752,-0.0003707813,0.0008008863,0.3799504383,0.119207426636518
E12,2051,1,1015.513355927,478.8061547648,478600,492388,3070.7699115592,410.63573509,268.9854960569,627.4193739572,97.8841961115,821.27147018,537.9709921139,1254.8387479144,362.0161704965,217.1260085248,1153.4591453537,1154.5446988789,632.0897918738,2.3325397955,0.0131542076,0.8001733388,0.6378051257,0.9990597562,1.8265517237,1.5248138705,2.6622268538,1.7187454555,0.9719976929,0.8989954864,0.4525202944,19.7025237145,4.1951178168,0.6360360361,0.2492708333,0.032337115,6.1633578737,0.913661797,36.6931095166,0.5086069013,14.1252796596,295.8747061306,1.5052310885,2.0864347813,6.1633578737,0.7526423158,0.3036272398,0.7254023146,0.4509706326,1,-0.0115610709,0.0729501575,-0.0365683104,0.0206333107,-0.0129846528,0.007499214,-0.0093356853,0.0056792826,-0.0059050213,0,-0.0038787919,0.0038162989,0.0037641289,-0.0068305498,0.0024912225,-0.0019395616,0.001226295,-0.0024589688,0.0031132502,0,-0.0177487757,0.0094311396,-0.0008881276,0.0042266302,-0.0012165958,0.0012785757,-0.003147185,0.0010200895,0.0021994511,-0.5794301036,-0.1247049466,-0.0052393695,-0.0063126931,-0.0042118151,0.0010705136,-0.0010264024,0.0028726201,-0.0014905961,0.0001153184,0.2103825161,0.469609277058086
E12,2052,1,942.4035653605,558.9313343528,423475,429736,3124.4490603853,404.6461484492,208.0178466488,662.1842994817,139.3177618739,809.2922968984,416.0356932975,1324.3685989634,389.7197533258,176.8032881026,1269.4290054981,1271.0011669144,526.8366631355,3.1833052315,0.0341941601,0.8911708939,0.5451182772,0.9987630527,2.412514648,1.581226787,2.4613027171,1.7378925997,0.9854305899,0.9241402796,0.5854947447,23.0525578392,2.9044835562,0.5433463773,0.2205598958,0.0085301148,5.6611831882,0.9267371131,39.6360913871,0.4622334068,19.0275803772,451.3930888773,1.6347684562,2.2691789453,5.6611831882,0.7405641023,0.3113687277,0.7529410146,0.4434817259,1,-0.012989322,0.0898143398,-0.0206989706,0.0249645446,-0.0100357694,0.0129245892,-0.0061947836,0.0076345996,-0.0043109641,0,0.0049939638,0.0001887058,0.000423295,0.0026428445,0.0002799268,-0.0004264583,0.0007477185,0.0007484095,-0.0002422288,0,0.0014912257,-0.0015270952,0.0008334332,-0.0006797929,0.0004923072,0.0015406123,0.0011585427,-0.0009847523,-0.0006732764,-0.4321137516,-0.1173967851,-0.0341543134,-0.002316153,-0.0018921115,0.0020952734,-0.0026491825,0.0004812605,-0.0019809739,0.0011510796,0.1455773805,0.562862034358581
E12,2053,1,961.2196458932,498.5988705247,502338,525987,3626.6694064958,458.8653639668,206.6408645139,780.2655327096,172.601098866,917.7307279336,413.2817290278,1560.5310654192,454.8812849069,182.8176301991,1497.1629837797,1497.6088251271,563.340387593,3.7759498081,0.0406445973,0.9156827521,0.4799433281,0.9997022979,2.6584439144,1.6794738523,2.4223611229,1.7597082859,0.9550388127,0.9199553079,0.6238400989,26.1830301192,2.6585309536,0.4784108358,0.261634375,0.0110612351,5.231538949,0.9357080401,41.6857946006,0.4977787627,18.6053137927,445.7378321323,1.6280880865,2.2241758304,5.231538949,0.720984545,0.3396203003,0.7729666357,0.4804295177,1,-0.0070730477,0.0959299293,-0.0195423813,0.0271760498,-0.0093759771,0.0116163596,-0.0065106662,0.0071009847,-0.0048753509,0,-0.0023131781,0.0004779877,0.0009472389,-0.0004217402,0.0027406428,-0.0011401518,0.0010268814,-0.0008154502,0.0015194832,0,-0.0193736357,0.0027303329,-0.0013188764,0.0006493423,-0.0016800025,0.0004760276,-0.0003923342,0.0013915474,0.000624287,-0.3769430199,-0.1243033289,-0.0269374202,-0.004353267,-0.0058353748,-0.0039876495,-0.0038151874,-0.0015961963,-0.0017089678,0.0044104439,0.1640387352,0.45179540468768
E12,2054,1,929.7512128266,539.7813554521,534637,552725.5,3493.3334034202,450.3624193959,249.0594059559,725.5126633346,139.1365577859,900.7248387919,498.1188119118,1451.0253266691,423.4556038613,207.0368396501,1384.0003612716,1386.7927260356,618.8229909098,2.9130104946,0.0362820446,0.8723274017,0.5505399029,0.9979864585,2.2410168116,1.6051624233,2.5240841702,1.7417760411,0.9672739904,0.9047103782,0.5537739856,22.825540072,3.2368374392,0.5489788091,0.2784567708,0.1262164628,5.9381275669,0.9333692699,45.5599767728,0.5914201869,12.6785859256,301.0255643637,1.3329354445,1.8130960967,5.9381275669,0.7144207995,0.343812479,0.727283038,0.4587120887,1,-0.0120769836,0.0852706805,-0.0277412576,0.0264205665,-0.0089960651,0.0134072627,-0.0058161592,0.0073532661,-0.0051470926,0,0.0062438957,-0.0028209597,0.0065909437,0.0023428579,0.0016247093,0.0028717109,0.003629853,-0.0011913777,0.0019984062,0,-0.0114357101,0.0021386089,-0.0012517998,-0.0043574717,-0.000457987,0.0010248413,-0.0013195594,-0.0007539948,0.0022681319,-0.4683108028,-0.1078149114,-0.0047765164,0.0074413496,0.0020808104,0.0049327029,-0.0010845887,0.0028204151,-0.0010285728,0.0004754166,0.2403226803,0.41518450836736
E12,2055,1,923.3403416381,466.2146538583,537621,549299,3554.5689014324,460.3079547006,236.3153090346,761.992659112,159.6946780613,920.6159094012,472.6306180691,1523.985318224,446.2782072282,195.4825311601,1472.4649401599,1473.1294045757,566.9024166746,3.224474378,-0.0435529679,0.8989611319,0.5347024997,0.9995489436,2.5985590487,1.5533630932,2.414026171,1.7424085568,0.9787401761,0.9271001833,0.6151713387,23.5016118698,2.8824251396,0.5331445035,0.2800109375,0.0275664826,6.7383039252,0.9322915783,50.7597178708,0.5075577241,16.6964705158,420.8496652925,1.5786301365,2.1724238177,6.7383039252,0.7604957713,0.3311092603,0.7600607683,0.4626630354,-1,0.0037787406,-0.0903537885,0.0168485958,-0.0288043185,0.0082721411,-0.0136185581,0.0052029266,-0.0083057364,0.0042180773,0,0.000593824,-0.0046678001,0.0010092501,-0.0004823999,0.0011855019,-0.0009425785,0.0007622321,-0.0008525658,0.0002513395,0,-0.0044194864,0.001608721,0.0029768032,-0.0006444995,-0.0025942416,0.0010071523,0.0012306511,-0.0004364275,0.0006420624,0.4163935213,0.106391284,0.0229768022,0.0097720045,0.0054881513,-0.000150929,0.0026292392,2.80915e-05,0.0012878109,0.000116772,0.1541667441,0.377237868312436
